LeaseNo|CustomerNo|UnitNumber|StartDate|EndDate
13041|4041|60707|9/29/2010|9/29/2012
13042|4042|60807|7/10/2009|7/10/2012
13043|4043|61007|7/9/2010|7/9/2012
13044|4044|70107|6/13/2011|6/13/2012
13045|4045|70207|11/10/2009|11/10/2012
13046|4046|70307|7/30/2009|7/30/2012
13047|4047|70407|8/9/2010|8/9/2012
13048|4048|70507|5/13/2009|5/13/2012
13049|4049|70607|6/4/2009|6/4/2012
13050|4050|70707|4/23/2010|4/23/2012
13051|4051|70907|8/3/2011|8/3/2012
13052|4052|71007|12/12/2009|12/12/2011
13053|4053|80107|1/8/2010|1/8/2012
13054|4054|80207|12/8/2009|12/8/2011
13055|4055|80307|11/17/2011|11/17/2012
13056|4056|80407|8/26/2011|8/26/2012
13057|4057|80507|8/15/2009|8/15/2012
13058|4058|80607|8/9/2010|8/9/2012
13059|4059|80707|6/27/2011|6/27/2012
13060|4060|80807|10/3/2009|10/3/2012
13061|4061|80907|5/24/2009|5/24/2012
13062|4062|81007|8/4/2011|8/4/2012
13063|4063|90107|3/29/2011|3/29/2012
13064|4064|90207|2/7/2011|2/7/2012
13065|4065|90307|8/21/2010|8/21/2012
13066|4066|90407|10/24/2010|10/24/2012
13067|4067|90507|2/4/2011|2/4/2012
13068|4068|90607|12/19/2009|12/19/2011
13069|4069|90707|3/13/2009|3/13/2012
13070|4070|90807|4/29/2011|4/29/2012
13071|4071|90907|7/26/2009|7/26/2012
13072|4072|91007|3/16/2009|3/16/2012
13073|4073|100107|4/11/2009|4/11/2012
13074|4074|100307|8/5/2009|8/5/2012
13075|4075|100407|5/27/2010|5/27/2012
13076|4076|100607|10/7/2010|10/7/2012
13077|4077|100707|2/2/2011|2/2/2012
13078|4078|100807|8/30/2009|8/30/2012
13079|4079|100907|3/29/2011|3/29/2012
13080|4080|101007|8/10/2010|8/10/2012
13081|4081|10108|1/19/2010|1/19/2012
13082|4082|10208|5/16/2010|5/16/2012
13083|4083|10308|3/28/2009|3/28/2012
13084|4084|10408|5/16/2010|5/16/2012
13085|4085|10508|6/9/2011|6/9/2012
13086|4086|10608|10/11/2011|10/11/2012
13087|4087|10708|3/12/2010|3/12/2012
13088|4088|10808|9/1/2009|9/1/2012
13089|4089|10908|10/12/2010|10/12/2012
13090|4090|11008|4/18/2010|4/18/2012
13091|4091|20108|10/9/2009|10/9/2012
13092|4092|20208|9/5/2009|9/5/2012
13093|4093|20308|7/27/2011|7/27/2012
13094|4094|20408|5/29/2010|5/29/2012
13095|4095|20508|1/2/2011|1/2/2012
13096|4096|20608|3/9/2009|3/9/2012
13097|4097|20708|4/14/2009|4/14/2012
13098|4098|20808|8/7/2011|8/7/2012
13099|4099|20908|7/4/2009|7/4/2012
13100|4100|21008|6/12/2011|6/12/2012
13101|4101|30108|1/1/2010|1/1/2012
13102|4102|30208|2/27/2010|2/27/2012
13103|4103|30308|8/16/2011|8/16/2012
13104|4104|30408|9/16/2011|9/16/2012
13105|4105|30508|9/2/2009|9/2/2012
13106|4106|30608|1/16/2011|1/16/2012
13107|4107|30708|7/20/2009|7/20/2012
13108|4108|30808|2/8/2010|2/8/2012
13109|4109|30908|6/2/2009|6/2/2012
13110|4110|31008|10/29/2011|10/29/2012
13111|4111|40108|11/8/2009|11/8/2012
13112|4112|40208|7/31/2009|7/31/2012
13113|4113|40308|9/17/2010|9/17/2012
13114|4114|40508|6/10/2009|6/10/2012
13115|4115|40608|6/15/2009|6/15/2012
13116|4116|40708|2/14/2011|2/14/2012
13117|4117|40808|5/4/2010|5/4/2012
13118|4118|40908|1/28/2011|1/28/2012
13119|4119|41008|10/12/2011|10/12/2012
13120|4120|50108|12/2/2009|12/2/2011
13121|4121|50208|9/5/2011|9/5/2012
13122|4122|50408|4/8/2009|4/8/2012
13123|4123|50608|6/4/2010|6/4/2012
13124|4124|50708|6/28/2011|6/28/2012
13125|4125|50808|7/22/2010|7/22/2012
13126|4126|50908|12/28/2010|12/28/2011
13127|4127|51008|7/28/2009|7/28/2012
13128|4128|60108|9/18/2009|9/18/2012
13129|4129|60208|2/28/2010|2/29/2012
13130|4130|60308|2/21/2011|2/21/2012
13131|4131|60508|3/22/2010|3/22/2012
13132|4132|60608|8/8/2011|8/8/2012
13133|4133|60708|12/13/2009|12/13/2011
13134|4134|60808|3/3/2011|3/3/2012
13135|4135|60908|5/20/2011|5/20/2012
13136|4136|61008|10/1/2011|10/1/2012
13137|4137|70108|8/5/2010|8/5/2012
13138|4138|70208|4/5/2011|4/5/2012
13139|4139|70308|7/20/2011|7/20/2012
13140|4140|70408|11/9/2009|11/9/2012
13141|4141|70508|3/1/2011|3/1/2012
13142|4142|70608|2/14/2011|2/14/2012
13143|4143|70708|4/16/2010|4/16/2012
13144|4144|70808|10/26/2011|10/26/2012
13145|4145|70908|1/6/2011|1/6/2012
13146|4146|71008|3/7/2011|3/7/2012
13147|4147|80108|10/20/2010|10/20/2012
13148|4148|80208|4/2/2011|4/2/2012
13149|4149|80308|6/13/2011|6/13/2012
13150|4150|80508|3/27/2009|3/27/2012
13151|4151|80808|7/23/2011|7/23/2012
13152|4152|80908|1/10/2010|1/10/2012
13153|4153|81008|5/8/2010|5/8/2012
13154|4154|90108|6/10/2009|6/10/2012
13155|4155|90208|3/14/2010|3/14/2012
13156|4156|90308|11/19/2010|11/19/2012
13157|4157|90408|9/30/2009|9/30/2012
13158|4158|90508|11/8/2011|11/8/2012
13159|4159|90608|9/2/2009|9/2/2012
13160|4160|90708|12/27/2009|12/27/2011
13161|4161|90808|9/12/2010|9/12/2012
13162|4162|90908|9/30/2010|9/30/2012
13163|4163|100108|5/2/2010|5/2/2012
13164|4164|100308|9/12/2009|9/12/2012
13165|4165|100408|12/29/2009|12/29/2011
13166|4166|100508|8/8/2010|8/8/2012
13167|4167|100608|7/24/2011|7/24/2012
13168|4168|100708|3/23/2010|3/23/2012
13169|4169|100808|4/10/2009|4/10/2012
13170|4170|100908|10/13/2009|10/13/2012
13171|4171|101008|12/1/2009|12/1/2011
13172|4172|10109|9/25/2010|9/25/2012
13173|4173|10209|12/18/2009|12/18/2011
13174|4174|10309|2/6/2011|2/6/2012
13175|4175|10409|6/24/2010|6/24/2012
13176|4176|10509|12/25/2009|12/25/2011
13177|4177|10609|4/19/2010|4/19/2012
13178|4178|10709|3/24/2011|3/24/2012
13179|4179|10809|8/26/2009|8/26/2012
13180|4180|10909|8/18/2011|8/18/2012
13181|4181|11009|12/23/2009|12/23/2011
13182|4182|20109|4/9/2009|4/9/2012
13183|4183|20209|7/23/2009|7/23/2012
13184|4184|20309|12/22/2010|12/22/2011
13185|4185|20409|12/9/2010|12/9/2011
13186|4186|20509|12/1/2010|12/1/2011
13187|4187|20609|3/2/2010|3/2/2012
13188|4188|20809|5/13/2011|5/13/2012
13189|4189|20909|7/26/2010|7/26/2012
13190|4190|21009|4/7/2010|4/7/2012
13191|4191|30109|3/18/2010|3/18/2012
13192|4192|30209|4/20/2010|4/20/2012
13193|4193|30309|5/22/2010|5/22/2012
13194|4194|30409|8/10/2009|8/10/2012
13195|4195|30509|3/14/2011|3/14/2012
13196|4196|30609|6/21/2009|6/21/2012
13197|4197|30709|8/10/2010|8/10/2012
13198|4198|30809|8/23/2010|8/23/2012
13199|4199|31009|11/17/2010|11/17/2012
13200|4200|40109|4/9/2010|4/9/2012
13201|4201|40209|1/21/2010|1/21/2012
13202|4202|40309|6/28/2011|6/28/2012
13203|4203|40409|3/25/2011|3/25/2012
13204|4204|40509|6/2/2010|6/2/2012
13205|4205|40609|9/28/2010|9/28/2012
13206|4206|40709|5/7/2009|5/7/2012
13207|4207|40809|4/13/2010|4/13/2012
13208|4208|40909|7/13/2011|7/13/2012
13209|4209|41009|6/13/2011|6/13/2012
13210|4210|50109|7/2/2011|7/2/2012
13211|4211|50209|9/1/2009|9/1/2012
13212|4212|50409|9/3/2010|9/3/2012
13213|4213|50609|1/3/2011|1/3/2012
13214|4214|50709|2/2/2010|2/2/2012
13215|4215|50809|3/26/2011|3/26/2012
13216|4216|50909|8/16/2011|8/16/2012
13217|4217|51009|10/26/2011|10/26/2012
13218|4218|60109|10/1/2011|10/1/2012
13219|4219|60209|5/5/2010|5/5/2012
13220|4220|60509|8/10/2011|8/10/2012
13221|4221|60609|12/7/2009|12/7/2011
13222|4222|60709|11/24/2010|11/24/2012
13223|4223|60809|4/14/2009|4/14/2012
13224|4224|60909|10/10/2009|10/10/2012
13225|4225|61009|1/3/2010|1/3/2012
13226|4226|70109|9/2/2011|9/2/2012
13227|4227|70209|7/22/2009|7/22/2012
13228|4228|70309|8/27/2009|8/27/2012
13229|4229|70409|12/28/2009|12/28/2011
13230|4230|70509|1/10/2011|1/10/2012
13231|4231|70609|9/8/2011|9/8/2012
13232|4232|70709|6/6/2009|6/6/2012
13233|4233|70909|5/5/2009|5/5/2012
13234|4234|71009|8/11/2010|8/11/2012
13235|4235|80109|4/11/2011|4/11/2012
13236|4236|80209|7/29/2009|7/29/2012
13237|4237|80309|6/8/2009|6/8/2012
13238|4238|80409|3/26/2011|3/26/2012
13239|4239|80509|6/18/2009|6/18/2012
13240|4240|80609|2/4/2010|2/4/2012
13241|4241|80709|2/19/2010|2/19/2012
13242|4242|80809|12/19/2009|12/19/2011
13243|4243|80909|10/6/2009|10/6/2012
13244|4244|81009|9/15/2010|9/15/2012
13245|4245|90109|3/19/2009|3/19/2012
13246|4246|90209|3/22/2011|3/22/2012
13247|4247|90309|8/9/2011|8/9/2012
13248|4248|90409|10/20/2011|10/20/2012
13249|4249|90509|4/27/2010|4/27/2012
13250|4250|90609|7/13/2009|7/13/2012
13251|4251|90709|8/23/2011|8/23/2012
13252|4252|90809|2/9/2010|2/9/2012
13253|4253|90909|6/7/2010|6/7/2012
13254|4254|91009|6/19/2009|6/19/2012
13255|4255|100209|8/9/2010|8/9/2012
13256|4256|100409|5/18/2011|5/18/2012
13257|4257|100509|11/13/2009|11/13/2012
13258|4258|100609|9/14/2010|9/14/2012
13259|4259|100709|1/22/2011|1/22/2012
13260|4260|100809|3/21/2010|3/21/2012
13261|4261|100909|8/16/2010|8/16/2012
13262|4262|101009|12/25/2009|12/25/2011
13263|4263|10110|2/11/2010|2/11/2012
13264|4264|10210|6/18/2011|6/18/2012
13265|4265|10310|4/1/2009|4/1/2012
13266|4266|10410|9/27/2010|9/27/2012
13267|4267|10510|10/13/2009|10/13/2012
13268|4268|10610|3/27/2010|3/27/2012
13269|4269|10710|12/13/2009|12/13/2011
13270|4270|10910|6/23/2010|6/23/2012
13271|4271|11010|7/6/2009|7/6/2012
13272|4272|20110|7/16/2010|7/16/2012
13273|4273|20210|12/9/2010|12/9/2011
13274|4274|20410|5/18/2009|5/18/2012
13275|4275|20510|5/26/2010|5/26/2012
13276|4276|20610|6/11/2011|6/11/2012
13277|4277|20710|10/1/2010|10/1/2012
13278|4278|20810|8/11/2011|8/11/2012
13279|4279|20910|6/13/2011|6/13/2012
13280|4280|30110|11/10/2010|11/10/2012
13281|4281|30210|7/8/2009|7/8/2012
13282|4282|30310|3/19/2010|3/19/2012
13283|4283|30410|2/24/2011|2/24/2012
13284|4284|30710|1/15/2010|1/15/2012
13285|4285|30810|5/26/2011|5/26/2012
13286|4286|30910|12/22/2010|12/22/2011
13287|4287|31010|2/27/2010|2/27/2012
13288|4288|40110|10/8/2011|10/8/2012
13289|4289|40210|2/27/2010|2/27/2012
13290|4290|40310|11/27/2010|11/27/2012
13291|4291|40410|9/7/2011|9/7/2012
13292|4292|40510|9/2/2009|9/2/2012
13293|4293|40610|2/28/2010|2/29/2012
13294|4294|40710|4/25/2010|4/25/2012
13295|4295|40810|3/25/2009|3/25/2012
13296|4296|40910|5/10/2011|5/10/2012
13297|4297|41010|3/7/2010|3/7/2012
13298|4298|50110|1/8/2010|1/8/2012
13299|4299|50210|6/15/2009|6/15/2012
13300|4300|50310|2/17/2011|2/17/2012
13301|4301|50410|3/23/2011|3/23/2012
13302|4302|50510|1/13/2011|1/13/2012
13303|4303|50610|4/14/2010|4/14/2012
13304|4304|50710|3/17/2010|3/17/2012
13305|4305|50810|3/29/2010|3/29/2012
13306|4306|51010|9/22/2011|9/22/2012
13307|4307|60110|9/3/2010|9/3/2012
13308|4308|60210|11/27/2009|11/27/2012
13309|4309|60410|1/4/2011|1/4/2012
13310|4310|60510|8/25/2009|8/25/2012
13311|4311|60610|12/27/2009|12/27/2011
13312|4312|60710|6/15/2009|6/15/2012
13313|4313|60810|9/13/2009|9/13/2012
13314|4314|60910|3/11/2010|3/11/2012
13315|4315|61010|7/30/2010|7/30/2012
13316|4316|70110|9/27/2010|9/27/2012
13317|4317|70210|2/14/2011|2/14/2012
13318|4318|70510|6/28/2010|6/28/2012
13319|4319|70610|11/30/2010|11/30/2012
13320|4320|70710|3/25/2009|3/25/2012
13321|4321|70810|11/10/2011|11/10/2012
13322|4322|80110|10/13/2011|10/13/2012
13323|4323|80210|3/3/2011|3/3/2012
13324|4324|80310|6/28/2011|6/28/2012
13325|4325|80410|8/1/2010|8/1/2012
13326|4326|80510|6/16/2009|6/16/2012
13327|4327|80610|5/29/2010|5/29/2012
13328|4328|80710|11/21/2009|11/21/2012
13329|4329|80810|9/25/2011|9/25/2012
13330|4330|80910|4/21/2010|4/21/2012
13331|4331|81010|5/16/2011|5/16/2012
13332|4332|90110|6/28/2011|6/28/2012
13333|4333|90210|12/27/2009|12/27/2011
13334|4334|90410|9/27/2009|9/27/2012
13335|4335|90510|4/1/2010|4/1/2012
13336|4336|90610|10/29/2010|10/29/2012
13337|4337|90810|6/15/2009|6/15/2012
13338|4338|90910|8/27/2010|8/27/2012
13339|4339|91010|9/8/2011|9/8/2012
13340|4340|100210|9/7/2011|9/7/2012
13341|4341|100310|4/9/2011|4/9/2012
13342|4342|100510|12/22/2010|12/22/2011
13343|4343|100610|5/5/2011|5/5/2012
13344|4344|100710|2/18/2010|2/18/2012
13345|4345|100810|3/14/2010|3/14/2012
13346|4346|100910|5/14/2009|5/14/2012
13347|4347|101010|2/6/2010|2/6/2012
13348|4348|10111|8/10/2011|8/10/2012
13349|4349|10211|5/17/2011|5/17/2012
13350|4350|10311|9/20/2009|9/20/2012
13351|4351|10411|8/29/2009|8/29/2012
13352|4352|10511|6/23/2009|6/23/2012
13353|4353|10611|10/16/2010|10/16/2012
13354|4354|10711|11/21/2009|11/21/2012
13355|4355|10811|1/12/2010|1/12/2012
13356|4356|10911|5/11/2009|5/11/2012
13357|4357|11011|3/8/2010|3/8/2012
13358|4358|20111|9/10/2011|9/10/2012
13359|4359|20211|7/6/2010|7/6/2012
13360|4360|20311|6/1/2011|6/1/2012
13361|4361|20411|7/3/2011|7/3/2012
13362|4362|20511|4/4/2011|4/4/2012
13363|4363|20611|7/16/2009|7/16/2012
13364|4364|20711|2/10/2010|2/10/2012
13365|4365|20811|9/17/2009|9/17/2012
13366|4366|21011|10/4/2010|10/4/2012
13367|4367|30111|3/13/2011|3/13/2012
13368|4368|30211|5/29/2011|5/29/2012
13369|4369|30311|11/7/2009|11/7/2012
13370|4370|30411|11/2/2010|11/2/2012
13371|4371|30511|4/5/2011|4/5/2012
13372|4372|30611|4/6/2010|4/6/2012
13373|4373|30711|8/27/2010|8/27/2012
13374|4374|30811|9/13/2011|9/13/2012
13375|4375|30911|4/6/2009|4/6/2012
13376|4376|40111|8/16/2011|8/16/2012
13377|4377|40211|9/8/2010|9/8/2012
13378|4378|40311|6/19/2009|6/19/2012
13379|4379|40411|4/12/2011|4/12/2012
13380|4380|40511|9/5/2011|9/5/2012
13381|4381|40611|12/13/2010|12/13/2011
13382|4382|40711|1/26/2011|1/26/2012
13383|4383|40811|1/2/2011|1/2/2012
13384|4384|40911|4/15/2009|4/15/2012
13385|4385|41011|5/18/2011|5/18/2012
13386|4386|50111|4/30/2011|4/30/2012
13387|4387|50211|7/24/2010|7/24/2012
13388|4388|50311|2/9/2011|2/9/2012
13389|4389|50411|6/2/2009|6/2/2012
13390|4390|50511|12/5/2009|12/5/2011
13391|4391|50611|9/11/2011|9/11/2012
13392|4392|50711|3/28/2011|3/28/2012
13393|4393|50811|9/5/2009|9/5/2012
13394|4394|50911|3/23/2011|3/23/2012
13395|4395|51011|5/22/2009|5/22/2012
13396|4396|60111|6/30/2010|6/30/2012
13397|4397|60211|11/4/2009|11/4/2012
13398|4398|60311|8/14/2010|8/14/2012
13399|4399|60411|3/30/2009|3/30/2012
13400|4400|60511|8/2/2010|8/2/2012
13401|4401|60611|4/24/2010|4/24/2012
13402|4402|60711|5/19/2010|5/19/2012
13403|4403|60911|4/28/2009|4/28/2012
13404|4404|61011|11/1/2010|11/1/2012
13405|4405|70111|3/19/2011|3/19/2012
13406|4406|70211|11/23/2010|11/23/2012
13407|4407|70311|10/19/2010|10/19/2012
13408|4408|70411|4/9/2009|4/9/2012
13409|4409|70611|9/22/2011|9/22/2012
13410|4410|70711|7/24/2010|7/24/2012
13411|4411|70811|8/18/2009|8/18/2012
13412|4412|70911|6/2/2011|6/2/2012
13413|4413|71011|4/18/2010|4/18/2012
13414|4414|80111|10/28/2009|10/28/2012
13415|4415|80311|4/28/2009|4/28/2012
13416|4416|80411|1/19/2011|1/19/2012
13417|4417|80511|2/25/2010|2/25/2012
13418|4418|80711|2/8/2011|2/8/2012
13419|4419|80811|3/29/2010|3/29/2012
13420|4420|80911|12/25/2010|12/25/2011
13421|4421|81011|9/27/2011|9/27/2012
13422|4422|90111|6/18/2010|6/18/2012
13423|4423|90211|7/20/2010|7/20/2012
13424|4424|90311|9/8/2011|9/8/2012
13425|4425|90411|9/30/2009|9/30/2012
13426|4426|90511|3/8/2009|3/8/2012
13427|4427|90611|2/7/2010|2/7/2012
13428|4428|90711|7/3/2011|7/3/2012
13429|4429|90811|10/11/2009|10/11/2012
13430|4430|90911|4/21/2011|4/21/2012
13431|4431|91011|8/2/2010|8/2/2012
13432|4432|100111|12/14/2010|12/14/2011
13433|4433|100211|9/18/2011|9/18/2012
13434|4434|100311|3/21/2011|3/21/2012
13435|4435|100411|11/24/2010|11/24/2012
13436|4436|100511|2/28/2010|2/28/2012
13437|4437|100611|3/3/2011|3/3/2012
13438|4438|100711|6/26/2011|6/26/2012
13439|4439|100811|11/27/2010|11/27/2012
13440|4440|100911|10/8/2011|10/8/2012
13441|4441|101011|6/21/2010|6/21/2012
13442|3473|50101|12/11/2011|12/11/2012
13443|3534|10902|12/18/2011|12/18/2012
13444|3540|20502|12/10/2011|12/10/2012
13445|3566|50502|12/24/2011|12/24/2012
13446|3663|60103|12/19/2011|12/19/2012
13447|3665|60303|12/29/2011|12/29/2012
13448|3668|60703|12/24/2011|12/24/2012
13449|3682|80203|12/10/2011|12/10/2012
13450|3743|41004|12/4/2011|12/4/2012
13451|3749|50704|12/12/2011|12/12/2012
13452|3787|90604|12/27/2011|12/27/2012
13453|3834|40905|12/26/2011|12/26/2012
13454|3854|70105|12/14/2011|12/14/2012
13455|3907|20606|12/13/2011|12/13/2012
13456|3963|80706|12/14/2011|12/14/2012
13457|4052|71007|12/13/2011|12/13/2012
13458|4054|80207|12/9/2011|12/9/2012
13459|4120|50108|12/3/2011|12/3/2012
13460|4126|50908|12/29/2011|12/29/2012
13461|4165|100408|12/30/2011|12/30/2012
13462|4185|20409|12/10/2011|12/10/2012
13463|4186|20509|12/2/2011|12/2/2012
13464|4269|10710|12/14/2011|12/14/2012
13465|4311|60610|12/28/2011|12/28/2012
13466|4333|90210|12/28/2011|12/28/2012
13467|4342|100510|12/23/2011|12/23/2012
13468|4381|40611|12/14/2011|12/14/2012
13469|4420|80911|12/26/2011|12/26/2012
13470|4432|100111|12/15/2011|12/15/2012
13471|4444|10101|12/1/2011|12/1/2012
13472|4445|20709|12/1/2011|12/1/2012
13473|4446|21002|12/1/2011|12/1/2012
13474|4448|30102|12/1/2011|12/1/2012
13475|4454|10810|12/1/2011|12/1/2012
13476|4455|20310|12/1/2011|12/1/2012
13477|4456|21010|12/1/2011|12/1/2012
13478|4465|20503|12/1/2011|12/1/2012
13479|4466|20507|12/1/2011|12/1/2012
13480|4476|20803|12/1/2011|12/1/2012
13481|4477|10401|12/1/2011|12/1/2012
13482|4478|30510|12/1/2011|12/1/2012
13483|4480|10205|12/1/2011|12/1/2012
13484|4481|10505|12/1/2011|12/1/2012
13485|4488|20911|12/1/2011|12/1/2012
13486|4489|40408|12/1/2011|12/1/2012
13487|4491|30702|12/1/2011|12/1/2012
13488|4492|61001|12/1/2011|12/1/2012
13489|4495|40402|12/1/2011|12/1/2012
13490|4499|30610|12/1/2011|12/1/2012
13491|4504|71001|12/1/2011|12/1/2012
13492|4512|30503|12/1/2011|12/1/2012
13493|4514|60907|12/1/2011|12/1/2012
13494|4521|40703|12/1/2011|12/1/2012
13495|4522|80901|12/1/2011|12/1/2012
13496|4523|20404|12/1/2011|12/1/2012
13497|4525|31011|12/1/2011|12/1/2012
13498|4531|70807|12/1/2011|12/1/2012
13499|4533|100207|12/1/2011|12/1/2012
13500|4535|90101|12/1/2011|12/1/2012
13501|4537|20704|12/1/2011|12/1/2012
13502|4538|20605|12/1/2011|12/1/2012
13503|4544|10306|12/1/2011|12/1/2012
13504|4545|31005|12/1/2011|12/1/2012
13505|4547|50802|12/1/2011|12/1/2012
13506|4549|51003|12/1/2011|12/1/2012
13507|4551|40605|12/1/2011|12/1/2012
13508|4552|21004|12/1/2011|12/1/2012
13509|3437|10501|1/3/2012|1/3/2013
13510|3501|80101|1/9/2012|1/9/2013
13511|3521|100601|1/9/2012|1/9/2013
13512|3530|10502|1/26/2012|1/26/2013
13513|3533|10802|1/6/2012|1/6/2013
13514|3548|30502|1/24/2012|1/24/2013
13515|3559|40802|1/7/2012|1/7/2013
13516|3577|60902|2/1/2012|2/1/2012
13517|3611|100402|1/19/2012|1/19/2013
13518|3685|80503|1/15/2012|1/15/2013
13519|3689|80903|1/5/2012|1/5/2013
13520|3712|10404|1/3/2012|1/3/2013
13521|3748|50604|1/22/2012|1/22/2013
13522|3792|100104|1/5/2012|1/5/2013
13523|3808|10905|1/15/2012|1/15/2013
13524|3889|100605|1/25/2012|1/25/2013
13525|3906|20506|1/7/2012|1/7/2013
13526|3924|40406|1/11/2012|1/11/2013
13527|3940|60106|1/24/2012|1/24/2013
13528|3950|70106|1/15/2012|1/15/2013
13529|3953|70406|1/12/2012|1/12/2013
13530|3954|70506|1/2/2012|1/2/2013
13531|4027|50307|1/14/2012|1/14/2013
13532|4095|20508|1/3/2012|1/3/2013
13533|4118|40908|2/1/2012|2/1/2012
13534|4152|80908|1/11/2012|1/11/2013
13535|4201|40209|1/22/2012|1/22/2013
13536|4213|50609|1/4/2012|1/4/2013
13537|4355|10811|1/13/2012|1/13/2013
13538|4382|40711|1/27/2012|1/27/2013
13539|4555|90607|1/1/2012|1/1/2013
13540|4559|50308|1/1/2012|1/1/2013
13541|4565|20210|1/1/2012|1/1/2013
13542|4574|50511|1/1/2012|1/1/2013
13543|4578|20501|1/1/2012|1/1/2013
13544|4581|10506|1/1/2012|1/1/2013
13545|4583|10209|1/1/2012|1/1/2013
13546|4584|20306|1/1/2012|1/1/2013
13547|4585|10303|1/1/2012|1/1/2013
13548|4586|40705|1/1/2012|1/1/2013
13549|4587|30910|1/1/2012|1/1/2013
13550|4589|30606|1/1/2012|1/1/2013
13551|4592|30806|1/1/2012|1/1/2013
13552|4596|50910|1/1/2012|1/1/2013
13553|4597|60310|1/1/2012|1/1/2013
13554|4598|60811|1/1/2012|1/1/2013
13555|4605|100507|1/1/2012|1/1/2013
13556|4608|50508|1/1/2012|1/1/2013
13557|4609|40506|1/1/2012|1/1/2013
13558|4611|60402|1/1/2012|1/1/2013
13559|4612|60802|1/1/2012|1/1/2013
13560|4615|10509|1/1/2012|1/1/2013
13561|4617|11009|1/1/2012|1/1/2013
13562|4619|40401|1/1/2012|1/1/2013
13563|4630|70702|1/1/2012|1/1/2013
13564|4631|40806|1/1/2012|1/1/2013
13565|4632|60408|1/1/2012|1/1/2013
13566|4634|70310|1/1/2012|1/1/2013
13567|4636|20309|1/1/2012|1/1/2013
13568|4637|90801|1/1/2012|1/1/2013
13569|4643|50905|1/1/2012|1/1/2013
13570|4645|30909|1/1/2012|1/1/2013
13571|4647|30303|1/1/2012|1/1/2013
13572|4662|60708|1/1/2012|1/1/2013
13573|3435|10201|2/12/2012|2/12/2013
13574|3439|10701|2/13/2012|2/13/2013
13575|3479|50701|2/26/2012|2/26/2013
13576|3487|60501|2/14/2012|2/14/2013
13577|3500|70901|2/20/2012|2/20/2013
13578|3529|10402|2/28/2012|2/28/2013
13579|3536|20102|2/3/2012|2/3/2013
13580|3543|20802|2/8/2012|2/8/2013
13581|3573|60302|2/11/2012|2/11/2013
13582|3592|80502|2/18/2012|2/18/2013
13583|3632|20603|2/27/2012|2/27/2013
13584|3647|40303|2/14/2012|2/14/2013
13585|3700|100103|2/14/2012|2/14/2013
13586|3721|20304|2/8/2012|2/8/2013
13587|3758|60604|2/14/2012|2/14/2013
13588|3794|100304|2/29/2012|2/28/2013
13589|3843|50805|2/29/2012|2/28/2013
13590|3855|70205|2/27/2012|2/27/2013
13591|3864|80105|2/29/2012|2/28/2013
13592|3878|90505|2/11/2012|2/11/2013
13593|3885|100205|2/12/2012|2/12/2013
13594|3966|81006|2/29/2012|2/28/2013
13595|3969|90306|2/8/2012|2/8/2013
13596|4002|20807|2/8/2012|2/8/2013
13597|4028|50407|2/7/2012|2/7/2013
13598|4077|100707|2/3/2012|2/3/2013
13599|4102|30208|2/28/2012|2/28/2013
13600|4129|60208|2/29/2012|2/28/2013
13601|4174|10309|2/7/2012|2/7/2013
13602|4240|80609|2/5/2012|2/5/2013
13603|4241|80709|2/20/2012|2/20/2013
13604|4252|90809|2/10/2012|2/10/2013
13605|4263|10110|2/12/2012|2/12/2013
13606|4287|31010|2/28/2012|2/28/2013
13607|4293|40610|2/29/2012|2/28/2013
13608|4317|70210|2/15/2012|2/15/2013
13609|4344|100710|2/19/2012|2/19/2013
13610|4427|90611|2/8/2012|2/8/2013
13611|4118|40908|2/2/2012|2/2/2013
13612|4671|30710|2/1/2012|2/1/2013
13613|4672|30207|2/1/2012|2/1/2013
13614|4681|10504|2/1/2012|2/1/2013
13615|4685|50907|2/1/2012|2/1/2013
13616|4688|50110|2/1/2012|2/1/2013
13617|4691|41001|2/1/2012|2/1/2013
13618|4693|30304|2/1/2012|2/1/2013
13619|4696|50309|2/1/2012|2/1/2013
13620|4701|50510|2/1/2012|2/1/2013
13621|4703|30506|2/1/2012|2/1/2013
13622|4708|90401|2/1/2012|2/1/2013
